adsh	cik	name	sic	countryba	stprba	cityba	zipba	bas1	bas2	baph	countryma	stprma	cityma	zipma	mas1	mas2	countryinc	stprinc	ein	former	changed	afs	wksi	fye	form	period	fy	fp	filed	accepted	prevrpt	detail	instance	nciks	aciks
0001193125-09-156797	1163302	UNITED STATES STEEL CORP	3312	US	PA	PITTSBURGH	15219-2800	600 GRANT ST	ROOM 1500	415 433 2967							US	DE	251897152	UNITED STATES STEEL LLC	20011205	1-LAF	1	1231	10-Q	20090630	2009	Q2	20090728	2009-07-28 14:41:00.0	0	0	x-20090630.xml	1	
0001193125-09-156904	896262	AMEDISYS INC	8082	US	LA	BATON ROUGE	70816	5959 S SHERWOOD FOREST BLVD		2252922031	US	LA	BATON ROUGE	70816	5959 S SHERWOOD FOREST BLVD		US	DE	113131700	ANALYTICAL NURSING MANAGEMENT CORP	19940819	1-LAF	1	1231	10-Q	20090630	2009	Q2	20090728	2009-07-28 16:01:00.0	0	0	amed-20090630.xml	1	
0001193125-09-157212	1065088	EBAY INC	7389	US	CA	SAN JOSE	95125	2145 HAMILTON AVENUE		408-376-7400	US	CA	SAN JOSE	95125	2145 HAMILTON AVENUE		US	DE	770430924			1-LAF	1	1231	10-Q	20090630	2009	Q2	20090729	2009-07-28 20:38:00.0	0	0	ebay-20090630.xml	1	
0001193125-09-157960	63276	MATTEL INC /DE/	3942	US	CA	EL SEGUNDO	90245	333 CONTINENTAL BLVD		3102522000							US	DE	951567322			1-LAF	1	1231	10-Q	20090630	2009	Q2	20090729	2009-07-29 13:51:00.0	0	0	mat-20090630.xml	1	
0001193125-09-158007	87347	SCHLUMBERGER LTD /NV/	1389	US	TX	HOUSTON	77056	5599 SAN FELIPE	17TH FLOOR	7135132000	US	TX	HOUSTON	77056	5599 SAN FELIPE	17TH FLOOR	AN		520684746	SCHLUMBERGER NV	19920804	1-LAF	1	1231	10-Q	20090630	2009	Q2	20090729	2009-07-29 14:37:00.0	0	0	slb-20090630.xml	1	
0001193125-09-158140	818686	TEVA PHARMACEUTICAL INDUSTRIES LTD	2834	IL		PETACH TIKVA	49131	5 BAZEL ST	P O B 3190		IL		PETACH TIKVA	49131	TEVA PHARMACEUTICAL INDUSTRIES LIMITED	5 BAZEL ST PO B 3190	IL		000000000			1-LAF	1	1231	6-K	20090630	2009	Q2	20090729	2009-07-29 16:10:00.0	0	0	teva-20090630.xml	1	
0001193125-09-158214	1156039	WELLPOINT INC	6324	US	IN	INDIANAPOLIS	46204	120 MONUMENT CIRCLE		3174886000	US	IN	INDIANAPOLIS	46204	120 MONUMENT CIRCLE		US	IN	352145715	ANTHEM INC	20010730	1-LAF	1	1231	10-Q	20090630	2009	Q2	20090729	2009-07-29 16:43:00.0	0	0	wlp-20090630.xml	1	
0001193125-09-158218	884905	PRAXAIR INC	2810	US	CT	DANBURY	06810-5113	39 OLD RIDGEBURY RD		2038372000	US	CT	DANBURY	06810-5113	39 OLD RIDGEBURY ROAD		US	DE	061249050	UNION CARBIDE INDUSTRIAL GASES INC	19600201	1-LAF	1	1231	10-Q	20090630	2009	Q2	20090729	2009-07-29 16:47:00.0	0	0	px-20090630.xml	1	
0001193125-09-158470	52988	JACOBS ENGINEERING GROUP INC /DE/	1600	US	CA	PASADENA	91105-3063	1111 S ARROYO PARKWAY		6265783500							US	DE	954081636			1-LAF	1	0930	10-Q	20090630	2009	Q3	20090730	2009-07-29 20:34:00.0	0	0	jec-20090630.xml	1	
0001193125-09-158844	8868	AVON PRODUCTS INC	2844	US	NY	NEW YORK	10105-0196	1345 AVENUE OF THE AMERICAS		212-282-5000	US	NY	NEW  YORK	10105-0196	1345 AVENUE OF THE AMERICAS		US	NY	130544597			1-LAF	1	1231	10-Q	20090630	2009	Q2	20090730	2009-07-30 07:31:00.0	0	0	avp-20090630.xml	1	
0001193125-09-159399	764065	CLIFFS NATURAL RESOURCES INC.	1000	US	OH	CLEVELAND	44114-2315	200 PUBLIC SQUARE	STE. 3300	216-694-5700	US	OH	CLEVELAND	44114-2315	200 PUBLIC SQUARE	STE. 3300	US	OH	341464672	CLEVELAND CLIFFS INC	19920703	1-LAF	1	1231	10-Q	20090630	2009	Q2	20090730	2009-07-30 14:50:00.0	0	0	clf-20090630.xml	1	
0001193125-09-159490	858470	CABOT OIL & GAS CORP	1311	US	TX	HOUSTON	77077	1200 ENCLAVE PARKWAY		2815894600							US	DE	043072771			1-LAF	1	1231	10-Q	20090630	2009	Q2	20090730	2009-07-30 15:42:00.0	0	0	cog-20090630.xml	1	
0001193125-09-159615	1385187	COVIDIEN PLC	3841	IE		LOUGHLINSTOWN	DUBLIN 18	CHERRYWOOD BUSINESS PARK	BLOCK G, FIRST FLOOR	353 1 439-30	IE		LOUGHLINSTOWN	DUBLIN 18	CHERRYWOOD BUSINESS PARK	BLOCK G, FIRST FLOOR			980624794	COVIDIEN LTD.	20070321	1-LAF	1	0930	10-Q	20090630	2009	Q3	20090730	2009-07-30 16:36:00.0	0	0	cov-20090626.xml	1	
0001193125-09-159648	732712	VERIZON COMMUNICATIONS INC	4813	US	NY	NEW YORK	10007	140 WEST STREET	29TH FLOOR	212-395-1000	US	NY	NEW YORK	10007	140 WEST STREET	29TH FLOOR	US	DE	232259884	BELL ATLANTIC CORP	19920703	1-LAF	1	1231	10-Q	20090630	2009	Q2	20090730	2009-07-30 16:51:00.0	0	0	vz-20090630.xml	1	
0001193125-09-159652	804055	COCA COLA ENTERPRISES INC	2086	US	GA	ATLANTA	30339	2500 WINDY RIDGE PKWY		7709893000	US	GA	ATLANTA	30339	2500 WINDY RIDGE PKWY		US	DE	580503352			1-LAF	1	1231	10-Q	20090630	2009	Q2	20090730	2009-07-30 16:52:00.0	0	0	cce-20090703.xml	1	
0001193125-09-159667	1001039	WALT DISNEY CO/	7990	US	CA	BURBANK	91521	500 SOUTH BUENA VISTA ST		8185601000	US	CA	BURBANK	91521	500 SOUTH BUENA VISTA ST		US	DE	954545390	DC HOLDCO INC	19950918	1-LAF	1	0930	10-Q	20090630	2009	Q3	20090730	2009-07-30 16:59:00.0	0	0	dis-20090627.xml	1	
0001193125-09-159678	1403161	VISA INC.	7389	US	CA	SAN FRANCISCO	94128-8999	P.O. BOX 8999		(415) 932-21	US	CA	SAN FRANCISCO	94128-8999	P.O. BOX 8999		US	DE	260267673	VISA INC.	20070614	1-LAF	1	0930	10-Q	20090630	2009	Q3	20090730	2009-07-30 17:06:00.0	0	0	v-20090630.xml	1	
0001193125-09-159733	1141391	MASTERCARD INC	7389	US	NY	PURCHASE	10577	2000 PURCHASE STREET		9142492000	US	NY	PURCHASE	10577	2000 PURCHASE STREET		US	DE	134172551			1-LAF	1	1231	10-Q	20090630	2009	Q2	20090731	2009-07-30 18:00:00.0	0	0	ma-20090630.xml	1	
0001193125-09-160240	931148	GRAFTECH INTERNATIONAL LTD	3620	US	OH	PARMA	44130	12900 SNOW ROAD		2166762000	US	OH	PARMA	44130	12900 SNOW ROAD		US	DE	061385548	UCAR INTERNATIONAL INC	19941011	1-LAF	1	1231	10-Q	20090630	2009	Q2	20090731	2009-07-31 08:23:00.0	0	0	gti-20090630.xml	1	
0001193125-09-160726	793952	HARLEY DAVIDSON INC	3751	US	WI	MILWAUKEE	53208	3700 W JUNEAU AVE		4143424680							US	WI	391382325			1-LAF	1	1231	10-Q	20090630	2009	Q2	20090731	2009-07-31 15:24:00.0	0	0	hog-20090628.xml	1	
0001193125-09-160729	1065280	NETFLIX INC	7841	US	CA	LOS GATOS	95032	100 WINCHESTER CIRCLE	.	408-540-3700	US	CA	LOS GATOS	95032-7606	100 WINCHESTER CIRCLE		US	DE	770467272	NETFLIX COM INC	20000229	1-LAF	1	1231	10-Q	20090630	2009	Q2	20090731	2009-07-31 15:27:00.0	0	0	nflx-20090630.xml	1	
0001193125-09-160797	715957	DOMINION RESOURCES INC /VA/	4911	US	VA	RICHMOND	23219	120 TREDEGAR STREET		8048192000	US	VA	RICHMOND	23261	P. O. BOX 26532		US	VA	541229715			1-LAF	1	1231	10-Q	20090630	2009	Q2	20090731	2009-07-31 16:03:00.0	0	0	d-20090630.xml	1	
0001193125-09-160870	1276520	GENWORTH FINANCIAL INC	6311	US	VA	RICHMOND	23230	6620 WEST BROAD STREET		804-281-6000	US	VA	RICHMOND	23230	6620 WEST BROAD STREET		US	DE	331073076			1-LAF	1	1231	10-Q	20090630	2009	Q2	20090731	2009-07-31 16:39:00.0	0	0	gnw-20090630.xml	1	
0001193125-09-161831	1335793	CNX GAS CORP	1311	US	PA	CANONSBURG	15317	CNX CENTER	1000 CONSOL ENERGY DRIVE	724-485-4000	US	PA	CANONSBURG	15317	CNX CENTER	1000 CONSOL ENERGY DRIVE	US	DE	203170639	CNX GAS CORP	20050810	1-LAF	1	1231	10-Q	20090630	2009	Q2	20090803	2009-08-03 11:25:00.0	0	0	cxg-20090630.xml	1	
0001193125-09-161835	1070412	CONSOL ENERGY INC	1221	US	PA	PITTSBURGH	15241	C/O CONSOL INC	1800 WASHINGTON RD	724-485-4000	US	PA	CANONSBURG	15317	CNX CENTER	1000 CONSOL ENERGY DRIVE	US	DE	510337383	CONSOL ENERGY INC	19980915	1-LAF	1	1231	10-Q	20090630	2009	Q2	20090803	2009-08-03 11:27:00.0	0	0	cnx-20090630.xml	1	
0001193125-09-162171	90185	SIGMA ALDRICH CORP	5160	US	MO	ST LOUIS	63103	3050 SPRUCE ST		3147715765	US	MO	ST LOUIS	63103	3050 SPRUCE STREET		US	DE	431050617	SIGMA INTERNATIONAL LTD	19750925	1-LAF	1	1231	10-Q	20090630	2009	Q2	20090803	2009-08-03 15:52:00.0	0	0	sial-20090630.xml	1	
0001193125-09-162276	73124	NORTHERN TRUST CORP	6022	US	IL	CHICAGO	60603	50 S LASALLE ST		3126306000	US	IL	CHICAGO	60603	50 S LASALLE ST		US	DE	362723087	NORTRUST CORP	19780525	1-LAF	1	1231	10-Q/A	20090630	2009	Q2	20090803	2009-08-03 16:45:00.0	0	0	ntrs-20090630.xml	1	
0001193125-09-162284	108772	XEROX CORP	3577	US	CT	NORWALK	06856	45 GLOVER AVENUE	PO BOX 4505	2039683000	US	CT	NORWALK	06856	45 GLOVER AVENUE	PO BOX 4505	US	NY	160468020	HALOID XEROX INC	19730813	1-LAF	1	1231	10-Q	20090630	2009	Q2	20090803	2009-08-03 16:49:00.0	0	0	xrx-20090630.xml	1	
0001193125-09-162305	49071	HUMANA INC	6324	US	KY	LOUISVILLE	40202	500 W MAIN ST		5025801000	US	KY	LOUISVILLE	40202	500 W. MAIN ST		US	DE	610647538	EXTENDICARE INC	19740404	1-LAF	1	1231	10-Q	20090630	2009	Q2	20090803	2009-08-03 17:04:00.0	0	0	hum-20090630.xml	1	
0001193125-09-163299	773910	ANADARKO PETROLEUM CORP	1311	US	TX	THE WOODLANDS	77380-1046	1201 LAKE ROBBINS DRIVE		8326367520	US	TX	THE WOODLANDS	77380	1201 LAKE ROBBINS DR.		US	DE	760146568			1-LAF	1	1231	10-Q	20090630	2009	Q2	20090804	2009-08-04 11:05:00.0	0	0	apc-20090630.xml	1	
0001193125-09-163472	764180	ALTRIA GROUP, INC.	2111	US	VA	RICHMOND	23230	6601 WEST BROAD STREET		(804) 274-22	US	VA	RICHMOND	23230	6601 WEST BROAD STREET		US	VA	133260245	ALTRIA GROUP INC	20030127	1-LAF	1	1231	10-Q/A	20090630	2009	Q2	20090804	2009-08-04 12:56:00.0	0	0	mo-20090630.xml	1	
0001193125-09-163543	1047862	CONSOLIDATED EDISON INC	4931	US	NY	NEW YORK	10003	4 IRVING PLACE	ROOM 1618 S	2124604600	US	NY	NEW YORK	10003	4 IRVING PLACE	ROOM 1618 S	US	NY	133965100			1-LAF	0	1231	10-Q	20090630	2009	Q2	20090804	2009-08-04 13:44:00.0	0	0	ed-20090630.xml	2	23632
0001193125-09-163726	101830	SPRINT NEXTEL CORP	4813	US	KS	OVERLAND PARK	66251	6200 SPRINT PARKWAY		800-829-0965	US	KS	OVERLAND PARK	66251	6200 SPRINT PARKWAY		US	KS	480457967	SPRINT CORP	19921222	1-LAF	1	1231	10-Q	20090630	2009	Q2	20090804	2009-08-04 15:56:00.0	0	0	s-20090630.xml	1	
0001193125-09-163743	1059324	PETROHAWK ENERGY CORP	1311	US	TX	HOUSTON	77002	1000 LOUISIANA SUITE 5600		8322042700	US	TX	HOUSTON	77002	1000 LOUISIANA SUITE 5600		US	DE	860876964	BETA OIL & GAS INC	19980407	1-LAF	1	1231	10-Q	20090630	2009	Q2	20090804	2009-08-04 16:05:00.0	0	0	hk-20090630.xml	1	
0001193125-09-163762	40533	GENERAL DYNAMICS CORP	3730	US	VA	FALLS CHURCH	22042-4513	2941 FAIRVIEW PARK DRIVE	SUITE 100	7038763000	US	VA	FALLS CHURCH	22042-4513	2941 FAIRVIEW PARK DRIVE	SUITE 100	US	DE	131673581			1-LAF	1	1231	10-Q	20090630	2009	Q2	20090804	2009-08-04 16:13:00.0	0	0	gd-20090705.xml	1	
0001193125-09-163822	1365135	WESTERN UNION CO	7389	US	CO	ENGLEWOOD	80112	12500 EAST BELFORD AVENUE		(720) 332-33	US	CO	ENGLEWOOD	80112	12500 EAST BELFORD AVENUE		US	DE	204531180			1-LAF	1	1231	10-Q	20090630	2009	Q2	20090804	2009-08-04 16:42:00.0	0	0	wu-20090630.xml	1	
0001193125-09-163845	1288776	GOOGLE INC.	7370	US	CA	MOUNTAIN VIEW	94043	1600 AMPHITHEATRE PARKWAY		650 623 4000	US	CA	MOUNTAIN VIEW	94043	1600 AMPHITHEATRE PARKWAY		US	DE	770493581			1-LAF	1	1231	10-Q	20090630	2009	Q2	20090804	2009-08-04 16:51:00.0	0	0	goog-20090630.xml	1	
0001193125-09-163865	64803	CVS CAREMARK CORP	5912	US	RI	WOONSOCKET	02895	ONE CVS DR.		4017651500	US	RI	WOONSOCKET	02895	ONE CVS DR.		US	DE	050494040	CVS/CAREMARK CORP	20070322	1-LAF	1	1231	10-Q	20090630	2009	Q2	20090804	2009-08-04 17:02:00.0	0	0	cvs-20090630.xml	1	
0001193125-09-163901	1316631	LIBERTY GLOBAL, INC.	4841	US	CO	ENGLEWOOD	80112	12300 LIBERTY BOULEVARD		720 875 5800	US	CO	ENGLEWOOD	80112	12300 LIBERTY BOULEVARD				202197030			1-LAF	1	1231	10-Q	20090630	2009	Q2	20090804	2009-08-04 17:15:00.0	0	0	lbtya-20090630.xml	1	
0001193125-09-164943	1103982	KRAFT FOODS INC	2000	US	IL	NORTHFIELD	60093	THREE LAKES DRIVE		8476462000	US	IL	NORTHFIELD	60093	THREE LAKES DRIVE		US	VA	522284372			1-LAF	1	1231	10-Q	20090630	2009	Q2	20090805	2009-08-05 11:44:00.0	0	0	kft-20090630.xml	1	
0001193125-09-165131	835729	BMC SOFTWARE INC	7372	US	TX	HOUSTON	77042-2827	2101 CITYWEST BLVD		7139188800	US	TX	HOUSTON	77042-2827	2101 CITYWEST BLVD		US	DE	742126120			1-LAF	1	0331	10-Q	20090630	2009	Q1	20090805	2009-08-05 14:02:00.0	0	0	bmc-20090630.xml	1	
0001193125-09-165196	34088	EXXON MOBIL CORP	2911	US	TX	IRVING	75039-2298	5959 LAS COLINAS BLVD		9724441000	US	TX	IRVING	75039-2298	5959 LAS COLINAS BLVD		US	NJ	135409005	EXXON CORP	19920703	1-LAF	1	1231	10-Q	20090630	2009	Q2	20090805	2009-08-05 14:46:00.0	0	0	xom-20090630.xml	1	
0001193125-09-165283	49938	IMPERIAL OIL LTD	2911	CA	AB	CALGARY	T2P 3M9	237 FOURTH AVENUE S.W.		1-800-567-37	CA	AB	CALGARY	T2P 3M9	237 FOURTH AVENUE S.W.				980017682			1-LAF	1	1231	10-Q/A	20090630	2009	Q2	20090805	2009-08-05 15:27:00.0	0	0	imo-20090630.xml	1	
0001193125-09-165368	945436	MEMC ELECTRONIC MATERIALS INC	3674	US	MO	ST. PETERS	63376	501 PEARL DRIVE	P. O. BOX 8	6364745000	US	MO	ST. PETERS	63376	501 PEARL DRIVE	P. O. BOX 8	US	DE	561505767			1-LAF	1	1231	10-Q	20090630	2009	Q2	20090805	2009-08-05 16:05:00.0	0	0	wfr-20090630.xml	1	
0001193125-09-165373	5513	UNUM GROUP	6321	US	TN	CHATTANOOGA	37402	1 FOUNTAIN SQUARE		4232944350	US	TN	CHATTANOOGA	37402	1 FOUNTAIN SQUARE		US	DE	621598430	UNUMPROVIDENT CORP	19990702	1-LAF	1	1231	10-Q	20090630	2009	Q2	20090805	2009-08-05 16:07:00.0	0	0	unm-20090630.xml	1	
0001193125-09-165391	790070	EMC CORP	3572	US	MA	HOPKINTON	01748-9103	176 SOUTH STREET		5082937208	US	MA	HOPKINTON	01748-9103	176 SOUTH STREET		US	MA	042680009			1-LAF	1	1231	10-Q	20090630	2009	Q2	20090805	2009-08-05 16:10:00.0	0	0	emc-20090630.xml	1	
0001193125-09-165435	37785	FMC CORP	2800	US	PA	PHILADELPHIA	19103	1735 MARKET STREET		215 299-6000	US	PA	PHILADELPHIA	19103	1735 MARKET STREET		US	DE	940479804	FOOD MACHINERY & CHEMICAL CORP	19670706	1-LAF	1	1231	10-Q	20090630	2009	Q2	20090805	2009-08-05 16:21:00.0	0	0	fmc-20090630.xml	1	
0001193125-09-165464	740260	VENTAS INC	6798	US	IL	CHICAGO	60606	111 SOUTH WACKER DRIVE	SUITE 4800	(877) 483-68	US	IL	CHICAGO	60606	111 SOUTH WACKER DRIVE	SUITE 4800	US	DE	611055020			1-LAF	1	1231	10-Q	20090630	2009	Q2	20090805	2009-08-05 16:32:00.0	0	0	vtr-20090630.xml	1	
0001193125-09-165473	849213	PLUM CREEK TIMBER CO INC	6798	US	WA	SEATTLE	98104-4040	999 THIRD AVENUE	SUITE 4300	(206)467-360	US	WA	SEATTLE	98104-4040	999 THIRD AVENUE	SUITE 4300	US	DE	911912863	PLUM CREEK TIMBER CO L P	19920703	1-LAF	0	1231	10-Q	20090630	2009	Q2	20090805	2009-08-05 16:36:00.0	0	0	pcl-20090630.xml	1	
0001193125-09-165497	29669	RR DONNELLEY & SONS CO	2750	US	IL	CHICAGO	60606	111 SOUTH WACKER DRIVE		3123268000	US	IL	CHICAGO	60606	111 SOUTH WACKER DRIVE		US	DE	361004130	DONNELLEY R R & SONS CO	19920703	1-LAF	1	1231	10-Q	20090630	2009	Q2	20090805	2009-08-05 16:43:00.0	0	0	rrd-20090630.xml	1	
0001193125-09-165503	1281761	REGIONS FINANCIAL CORP	6021	US	AL	BIRMINGHAM	35203	1900 FIFTH AVENUE NORTH		205-944-1300	US	AL	BIRMINGHAM	35203	1900 FIFTH AVENUE NORTH		US	DE	630589368	NEW REGIONS FINANCIAL CORP	20040225	1-LAF	1	1231	10-Q	20090630	2009	Q2	20090805	2009-08-05 16:44:00.0	0	0	rf-20090630.xml	1	
0001193125-09-165506	882095	GILEAD SCIENCES INC	2836	US	CA	FOSTER CITY	94404	333 LAKESIDE DR		6505743000	US	CA	FOSTER CITY	94404	333 LAKESIDE DR		US	DE	943047598			1-LAF	1	1231	10-Q	20090630	2009	Q2	20090805	2009-08-05 16:45:00.0	0	0	gild-20090630.xml	1	
0001193125-09-165642	1267238	ASSURANT INC	6321	US	NY	NEW YORK					US	NY	NEW YORK	10005	ONE CHASE MANHATTAN PLAZA				391126612			1-LAF	1	1231	10-Q	20090630	2009	Q2	20090806	2009-08-05 17:56:00.0	0	0	aiz-20090630.xml	1	
0001193125-09-166495	81061	PUBLIX SUPER MARKETS INC	5411	US	FL	LAKELAND	33811	3300 PUBLIX CORPORATE PARKWAY		863-688-1188	US	FL	LAKELAND	33811	3300 PUBLIX CORPORATE PARKWAY		US	FL	590324412			1-LAF	1	1231	10-Q	20090630	2009	Q2	20090806	2009-08-06 09:17:00.0	0	0	cik000008106-20090627.xml	1	
0001193125-09-166658	63908	MCDONALDS CORP	5812	US	IL	OAK BROOK	60523	ONE MCDONALD'S PLZ	DEPT 332	6306233154	US	IL	OAK BROOK	60523	ONE MCDONALDS PLAZA	DEPT 332	US	DE	362361282			1-LAF	1	1231	10-Q	20090630	2009	Q2	20090806	2009-08-06 11:13:00.0	0	0	mcd-20090630.xml	1	
0001193125-09-166661	868809	XTO ENERGY INC	1311	US	TX	FORT WORTH	76102	810 HOUSTON ST	STE 2000	8178702800	US	TX	FORT WORTH	76102	810 HOUSTON STREET	STE 2000	US	DE	752347769	CROSS TIMBERS OIL CO	19940801	1-LAF	1	1231	10-Q	20090630	2009	Q2	20090806	2009-08-06 11:16:00.0	0	0	xto-20090630.xml	1	
0001193125-09-166759	1166691	COMCAST CORP	4841	US	PA	PHILADELPHIA					US	PA	PHILADELPHIA	19102	1500 MARKET STREET		US	PA	270000798	AT&T COMCAST CORP	20020206	1-LAF	1	1231	10-Q	20090630	2009	Q2	20090806	2009-08-06 12:18:00.0	0	0	cmcsa-20090630.xml	1	
0001193125-09-166917	1282266	WINDSTREAM CORP	4813	US	AR	LITTLE ROCK	72212	4001 RODNEY PARHAM RD.		5017487000	US	AR	LITTLE ROCK	72212	4001 RODNEY PARHAM RD.		US	DE	200792300	VALOR COMMUNICATIONS GROUP INC	20040326	1-LAF	1	1231	10-Q	20090630	2009	Q2	20090806	2009-08-06 14:02:00.0	0	0	win-20090630.xml	1	
0001193125-09-166920	859737	HOLOGIC INC	3844	US	MA	BEDFORD	01730	35 CROSBY DRIVE		7819997300	US	MA	BEDFORD	01730	35 CROSBY DRIVE		US	DE	042902449			1-LAF	1	0930	10-Q	20090630	2009	Q3	20090806	2009-08-06 14:03:00.0	0	0	holx-20090627.xml	1	
0001193125-09-166979	1466258	INGERSOLL-RAND PLC	3822	IE		CO. DUBLIN	00000	170/175 LAKEVIEW DRIVE	AIRSIDE BUSINESS PARK, SWORDS,	732-652-7000	US	NJ	PISCATAWAY	08855	C/O INGERSOLL-RAND COMPANY	ONE CENTENNIAL AVENUE	IE		000000000			1-LAF	1	1231	10-Q	20090630	2009	Q2	20090806	2009-08-06 14:40:00.0	0	0	ir-20090630.xml	1	
0001193125-09-167020	316709	SCHWAB CHARLES CORP	6211	US	CA	SAN FRANCISCO	94105	211 MAIN STREET		4156367000	US	CA	SAN FRANCISCO	94105	211 MAIN STREET		US	DE	943025021			1-LAF	1	1231	10-Q	20090630	2009	Q2	20090806	2009-08-06 14:57:00.0	0	0	schw-20090630.xml	1	
0001193125-09-167025	798354	FISERV INC	7374	US	WI	BROOKFIELD	53045	255 FISERV DR	PO BOX 979	4148795000	US	WI	BROOKFIELD	53045	255 FISERV DRIVE		US	WI	391506125			1-LAF	1	1231	10-Q	20090630	2009	Q2	20090806	2009-08-06 15:00:00.0	0	0	fisv-20090630.xml	1	
0001193125-09-167069	5187	WYETH	2834	US	NJ	MADISON	07940	5 GIRALDA FARMS		9736605000	US	NJ	MADISON	07940	5 GIRALDA FARMS		US	DE	132526821	AMERICAN HOME PRODUCTS CORP	20020308	1-LAF	1	1231	10-Q	20090630	2009	Q2	20090806	2009-08-06 15:30:00.0	0	0	wye-20090630.xml	1	
0001193125-09-167151	1135971	PEPCO HOLDINGS INC	4931	US	DC	WASHINGTON	20068	SUITE 1300	701 NINTH STREET, NW	202-872-2000	US	DC	WASHINGTON	20068	SUITE 1300	701 NINTH STREET, NW	US	DE	522297449	NEW RC INC	20010302		0	1231	10-Q	20090630	2009	Q2	20090806	2009-08-06 16:06:00.0	0	0	pom-20090630.xml	4	8192 79732 27879
0001193125-09-167155	1053507	AMERICAN TOWER CORP /MA/	4899	US	MA	BOSTON	02116	116 HUNTINGTON AVE		6173757500	US	MA	BOSTON	02116	116 HUNTINGTON AVE		US	DE	650723837	AMERICAN TOWER SYSTEMS CORP	19980128	1-LAF	1	1231	10-Q	20090630	2009	Q2	20090806	2009-08-06 16:06:00.0	0	0	amt-20090630.xml	1	
0001193125-09-167160	731766	UNITEDHEALTH GROUP INC	6324	US	MN	MINNEAPOLIS	55343	UNITEDHEALTH GROUP CENTER	9900 BREN ROAD EAST	9529361300	US	MN	MINNETONKA	55343	9900 BREN ROAD EAST		US	MN	411321939	UNITED HEALTHCARE CORP/	20000309	1-LAF	1	1231	10-Q	20090630	2009	Q2	20090806	2009-08-06 16:08:00.0	0	0	unh-20090630.xml	1	
0001193125-09-167264	1037540	BOSTON PROPERTIES INC	6798	US	MA	BOSTON	02199	800 BOYLSTON STREET	SUITE 1900	6172363300	US	MA	BOSTON	02199	800 BOYLSTON STREET	SUITE 1900	US	DE	042473675			1-LAF	1	1231	10-Q	20090630	2009	Q2	20090806	2009-08-06 16:39:00.0	0	0	bxp-20090630.xml	1	
0001193125-09-167271	906107	EQUITY RESIDENTIAL	6798	US	IL	CHICAGO	60606	EQUITY RESIDENTIAL	TWO NORTH RIVERSIDE PLAZA, SUITE 400	3129281178	US	IL	CHICAGO	60606	TWO NORTH RIVERSIDE PLAZA	SUITE 400	US	MD	363877868	EQUITY RESIDENTIAL PROPERTIES TRUST	19930524	1-LAF	1	1231	10-Q	20090630	2009	Q2	20090806	2009-08-06 16:42:00.0	0	0	eqr-20090630.xml	1	
0001193125-09-167276	1043121	BOSTON PROPERTIES LTD PARTNERSHIP	6798	US	MA	BOSTON	02199	800 BOYLSTON STREET	SUITE 1900	6172363300	US	MA	BOSTON	02199	800 BOYLSTON STREET	SUITE 1900	US	DE	000000000			4-NON	1	1231	10-Q	20090630	2009	Q2	20090806	2009-08-06 16:43:00.0	0	0	cik000104312-20090630.xml	1	
0001193125-09-167290	931182	ERP OPERATING LTD PARTNERSHIP	6798	US	IL	CHICAGO	60606	TWO N RIVERSIDE PLZ	STE 400	3124741300	US	IL	CHICAGO	60606	TWO N RIVERSIDE PLAZA	SUITE 450	US	MD	363894853			1-LAF	1	1231	10-Q	20090630	2009	Q2	20090806	2009-08-06 16:46:00.0	0	0	cik000093118-20090630.xml	1	
0001193125-09-167317	1014473	VERISIGN INC/CA	7371	US	CA	MOUNTAIN VIEW	94043	487 EAST MIDDLEFIELD ROAD	ATTN: GENERAL COUNSEL	6509617500	US	CA	MOUNTAIN VIEW	94043	487 EAST MIDDLEFIELD ROAD	ATTN: GENERAL COUNSEL	US	DE	943221585			1-LAF	1	1231	10-Q	20090630	2009	Q2	20090806	2009-08-06 16:56:00.0	0	0	vrsn-20090630.xml	1	
0001193125-09-167378	1345111	TIM HORTONS INC.	5812	CA	ON	OAKVILLE	L6K 2Y1	874 SINCLAIR ROAD		(905) 845-65	CA	ON	OAKVILLE	L6K 2Y1	874 SINCLAIR ROAD		US	DE	510370507			1-LAF	1	1231	10-Q	20090630	2009	Q2	20090806	2009-08-06 17:16:00.0	0	0	thi-20090628.xml	1	
0001193125-09-167427	874761	AES CORP	4991	US	VA	ARLINGTON	22203	4300 WILSON BOULEVARD		7035221315	US	VA	ARLINGTON	22203	4300 WILSON BOULEVARD		US	DE	541163725	AES CORPORATION	19930328	1-LAF	1	1231	10-Q	20090630	2009	Q2	20090807	2009-08-06 17:38:00.0	0	0	aes-20090630.xml	1	
0001193125-09-167626	927066	DAVITA INC	8090	US	CA	EL SEGUNDO	90245	601 HAWAII STREET		3105362400	US	CA	EL SEGUNDO	90245	601 HAWAII STREET		US	DE	510354549	TOTAL RENAL CARE HOLDINGS INC	19950524	1-LAF	1	1231	10-Q	20090630	2009	Q2	20090807	2009-08-06 20:12:00.0	0	0	dva-20090630.xml	1	
0001193125-09-168068	1010775	MIRANT CORP	4911	US	GA	ATLANTA	30338	1155 PERIMETER CENTER WEST	SUITE 100	6785795000	US	GA	ATLANTA	30338	1155 PERIMETER CENTER WEST	SUITE 100	US	DE	582056305	SOUTHERN ENERGY INC	19980729	1-LAF	1	1231	10-Q	20090630	2009	Q2	20090807	2009-08-07 07:01:00.0	0	0	mir-20090630.xml	1	
